Customer_ID,Vehicle_ID,Vehicle_Value,Policy_Tenure,Premium,Policy_Purchase_Date,Policy_Start_Date,Policy_End_Date
2685,V2685,100000,2,200,2024-02-24,2025-02-23,2027-02-23
2686,V2686,100000,4,400,2024-12-18,2025-12-18,2029-12-17
2687,V2687,100000,1,100,2024-10-20,2025-10-20,2026-10-20
2688,V2688,100000,3,300,2024-01-20,2025-01-19,2028-01-19
2689,V2689,100000,3,300,2024-10-25,2025-10-25,2028-10-24
2690,V2690,100000,2,200,2024-12-25,2025-12-25,2027-12-25
2691,V2691,100000,3,300,2024-08-18,2025-08-18,2028-08-17
2692,V2692,100000,2,200,2024-08-27,2025-08-27,2027-08-27
2693,V2693,100000,3,300,2024-07-09,2025-07-09,2028-07-08
2694,V2694,100000,2,200,2024-05-15,2025-05-15,2027-05-15
2695,V2695,100000,3,300,2024-07-18,2025-07-18,2028-07-17
2696,V2696,100000,1,100,2024-08-14,2025-08-14,2026-08-14
2697,V2697,100000,2,200,2024-10-03,2025-10-03,2027-10-03
2698,V2698,100000,1,100,2024-12-18,2025-12-18,2026-12-18
2699,V2699,100000,3,300,2024-11-17,2025-11-17,2028-11-16
2700,V2700,100000,1,100,2024-10-30,2025-10-30,2026-10-30
2701,V2701,100000,1,100,2024-05-11,2025-05-11,2026-05-11
2702,V2702,100000,3,300,2024-05-04,2025-05-04,2028-05-03
2703,V2703,100000,1,100,2024-01-31,2025-01-30,2026-01-30
2704,V2704,100000,2,200,2024-03-25,2025-03-25,2027-03-25
2705,V2705,100000,1,100,2024-06-16,2025-06-16,2026-06-16
2706,V2706,100000,2,200,2024-04-23,2025-04-23,2027-04-23
2707,V2707,100000,1,100,2024-07-26,2025-07-26,2026-07-26
2708,V2708,100000,3,300,2024-09-28,2025-09-28,2028-09-27
2709,V2709,100000,3,300,2024-01-10,2025-01-09,2028-01-09
2710,V2710,100000,1,100,2024-09-01,2025-09-01,2026-09-01
2711,V2711,100000,3,300,2024-05-23,2025-05-23,2028-05-22
2712,V2712,100000,1,100,2024-03-27,2025-03-27,2026-03-27
2713,V2713,100000,1,100,2024-02-21,2025-02-20,2026-02-20
2714,V2714,100000,3,300,2024-09-05,2025-09-05,2028-09-04
2715,V2715,100000,3,300,2024-05-18,2025-05-18,2028-05-17
2716,V2716,100000,4,400,2024-03-25,2025-03-25,2029-03-24
2717,V2717,100000,2,200,2024-03-25,2025-03-25,2027-03-25
2718,V2718,100000,3,300,2024-05-03,2025-05-03,2028-05-02
2719,V2719,100000,1,100,2024-02-05,2025-02-04,2026-02-04
2720,V2720,100000,2,200,2024-07-15,2025-07-15,2027-07-15
2721,V2721,100000,2,200,2024-10-03,2025-10-03,2027-10-03
2722,V2722,100000,3,300,2024-10-19,2025-10-19,2028-10-18
2723,V2723,100000,2,200,2024-04-29,2025-04-29,2027-04-29
2724,V2724,100000,2,200,2024-01-29,2025-01-28,2027-01-28
2725,V2725,100000,1,100,2024-03-08,2025-03-08,2026-03-08
2726,V2726,100000,3,300,2024-04-09,2025-04-09,2028-04-08
2727,V2727,100000,4,400,2024-12-22,2025-12-22,2029-12-21
2728,V2728,100000,1,100,2024-05-16,2025-05-16,2026-05-16
2729,V2729,100000,3,300,2024-08-09,2025-08-09,2028-08-08
2730,V2730,100000,3,300,2024-04-26,2025-04-26,2028-04-25
2731,V2731,100000,3,300,2024-06-21,2025-06-21,2028-06-20
2732,V2732,100000,3,300,2024-12-19,2025-12-19,2028-12-18
2733,V2733,100000,3,300,2024-02-29,2025-02-28,2028-02-28
2734,V2734,100000,3,300,2024-11-18,2025-11-18,2028-11-17
2735,V2735,100000,3,300,2024-07-17,2025-07-17,2028-07-16
2736,V2736,100000,2,200,2024-07-06,2025-07-06,2027-07-06
2737,V2737,100000,1,100,2024-06-18,2025-06-18,2026-06-18
2738,V2738,100000,3,300,2024-10-15,2025-10-15,2028-10-14
2739,V2739,100000,3,300,2024-07-02,2025-07-02,2028-07-01
2740,V2740,100000,2,200,2024-05-21,2025-05-21,2027-05-21
2741,V2741,100000,3,300,2024-07-20,2025-07-20,2028-07-19
2742,V2742,100000,2,200,2024-04-07,2025-04-07,2027-04-07
2743,V2743,100000,1,100,2024-11-12,2025-11-12,2026-11-12
2744,V2744,100000,1,100,2024-06-18,2025-06-18,2026-06-18
2745,V2745,100000,2,200,2024-10-10,2025-10-10,2027-10-10
2746,V2746,100000,2,200,2024-11-13,2025-11-13,2027-11-13
2747,V2747,100000,3,300,2024-08-30,2025-08-30,2028-08-29
2748,V2748,100000,2,200,2024-03-13,2025-03-13,2027-03-13
2749,V2749,100000,2,200,2024-07-07,2025-07-07,2027-07-07
2750,V2750,100000,2,200,2024-04-21,2025-04-21,2027-04-21
2751,V2751,100000,2,200,2024-05-20,2025-05-20,2027-05-20
2752,V2752,100000,1,100,2024-12-06,2025-12-06,2026-12-06
2753,V2753,100000,2,200,2024-01-18,2025-01-17,2027-01-17
2754,V2754,100000,3,300,2024-03-15,2025-03-15,2028-03-14
2755,V2755,100000,4,400,2024-04-19,2025-04-19,2029-04-18
2756,V2756,100000,3,300,2024-07-31,2025-07-31,2028-07-30
2757,V2757,100000,3,300,2024-03-04,2025-03-04,2028-03-03
2758,V2758,100000,1,100,2024-02-28,2025-02-27,2026-02-27
2759,V2759,100000,2,200,2024-07-03,2025-07-03,2027-07-03
2760,V2760,100000,1,100,2024-09-02,2025-09-02,2026-09-02
2761,V2761,100000,2,200,2024-03-25,2025-03-25,2027-03-25
2762,V2762,100000,2,200,2024-01-09,2025-01-08,2027-01-08
2763,V2763,100000,2,200,2024-12-11,2025-12-11,2027-12-11
2764,V2764,100000,3,300,2024-07-25,2025-07-25,2028-07-24
2765,V2765,100000,2,200,2024-02-21,2025-02-20,2027-02-20
2766,V2766,100000,3,300,2024-01-07,2025-01-06,2028-01-06
2767,V2767,100000,2,200,2024-03-25,2025-03-25,2027-03-25
2768,V2768,100000,1,100,2024-03-15,2025-03-15,2026-03-15
2769,V2769,100000,4,400,2024-03-28,2025-03-28,2029-03-27
2770,V2770,100000,2,200,2024-07-02,2025-07-02,2027-07-02
2771,V2771,100000,3,300,2024-03-11,2025-03-11,2028-03-10
2772,V2772,100000,2,200,2024-02-23,2025-02-22,2027-02-22
2773,V2773,100000,3,300,2024-01-17,2025-01-16,2028-01-16
2774,V2774,100000,2,200,2024-11-21,2025-11-21,2027-11-21
2775,V2775,100000,1,100,2024-02-15,2025-02-14,2026-02-14
2776,V2776,100000,3,300,2024-02-02,2025-02-01,2028-02-01
2777,V2777,100000,3,300,2024-05-05,2025-05-05,2028-05-04
2778,V2778,100000,1,100,2024-06-30,2025-06-30,2026-06-30
2779,V2779,100000,2,200,2024-08-22,2025-08-22,2027-08-22
2780,V2780,100000,2,200,2024-05-29,2025-05-29,2027-05-29
2781,V2781,100000,3,300,2024-08-05,2025-08-05,2028-08-04
2782,V2782,100000,3,300,2024-10-18,2025-10-18,2028-10-17
2783,V2783,100000,1,100,2024-09-27,2025-09-27,2026-09-27
2784,V2784,100000,3,300,2024-03-16,2025-03-16,2028-03-15
2785,V2785,100000,2,200,2024-11-07,2025-11-07,2027-11-07
2786,V2786,100000,2,200,2024-06-23,2025-06-23,2027-06-23
2787,V2787,100000,1,100,2024-04-24,2025-04-24,2026-04-24
2788,V2788,100000,4,400,2024-01-18,2025-01-17,2029-01-16
2789,V2789,100000,2,200,2024-09-22,2025-09-22,2027-09-22
2790,V2790,100000,1,100,2024-11-24,2025-11-24,2026-11-24
2791,V2791,100000,4,400,2024-01-05,2025-01-04,2029-01-03
2792,V2792,100000,2,200,2024-09-28,2025-09-28,2027-09-28
2793,V2793,100000,3,300,2024-11-02,2025-11-02,2028-11-01
2794,V2794,100000,2,200,2024-10-02,2025-10-02,2027-10-02
2795,V2795,100000,3,300,2024-07-07,2025-07-07,2028-07-06
2796,V2796,100000,4,400,2024-01-28,2025-01-27,2029-01-26
2797,V2797,100000,2,200,2024-10-04,2025-10-04,2027-10-04
2798,V2798,100000,4,400,2024-08-17,2025-08-17,2029-08-16
2799,V2799,100000,1,100,2024-06-27,2025-06-27,2026-06-27
2800,V2800,100000,2,200,2024-12-31,2025-12-31,2027-12-31
2801,V2801,100000,2,200,2024-03-20,2025-03-20,2027-03-20
2802,V2802,100000,2,200,2024-11-23,2025-11-23,2027-11-23
2803,V2803,100000,1,100,2024-06-20,2025-06-20,2026-06-20
2804,V2804,100000,2,200,2024-04-10,2025-04-10,2027-04-10
2805,V2805,100000,1,100,2024-04-18,2025-04-18,2026-04-18
2806,V2806,100000,2,200,2024-09-14,2025-09-14,2027-09-14
2807,V2807,100000,3,300,2024-10-31,2025-10-31,2028-10-30
2808,V2808,100000,3,300,2024-08-25,2025-08-25,2028-08-24
2809,V2809,100000,3,300,2024-08-30,2025-08-30,2028-08-29
2810,V2810,100000,2,200,2024-11-17,2025-11-17,2027-11-17
2811,V2811,100000,3,300,2024-11-29,2025-11-29,2028-11-28
2812,V2812,100000,4,400,2024-03-17,2025-03-17,2029-03-16
2813,V2813,100000,1,100,2024-10-05,2025-10-05,2026-10-05
2814,V2814,100000,3,300,2024-06-08,2025-06-08,2028-06-07
2815,V2815,100000,3,300,2024-12-07,2025-12-07,2028-12-06
2816,V2816,100000,3,300,2024-04-29,2025-04-29,2028-04-28
2817,V2817,100000,2,200,2024-09-22,2025-09-22,2027-09-22
2818,V2818,100000,1,100,2024-12-18,2025-12-18,2026-12-18
2819,V2819,100000,3,300,2024-05-15,2025-05-15,2028-05-14
2820,V2820,100000,3,300,2024-05-02,2025-05-02,2028-05-01
2821,V2821,100000,4,400,2024-06-10,2025-06-10,2029-06-09
2822,V2822,100000,3,300,2024-01-22,2025-01-21,2028-01-21
2823,V2823,100000,3,300,2024-04-05,2025-04-05,2028-04-04
2824,V2824,100000,3,300,2024-01-16,2025-01-15,2028-01-15
2825,V2825,100000,1,100,2024-01-11,2025-01-10,2026-01-10
2826,V2826,100000,3,300,2024-04-16,2025-04-16,2028-04-15
2827,V2827,100000,4,400,2024-04-19,2025-04-19,2029-04-18
2828,V2828,100000,2,200,2024-06-30,2025-06-30,2027-06-30
2829,V2829,100000,2,200,2024-04-30,2025-04-30,2027-04-30
2830,V2830,100000,4,400,2024-08-12,2025-08-12,2029-08-11
2831,V2831,100000,2,200,2024-06-25,2025-06-25,2027-06-25
2832,V2832,100000,3,300,2024-02-18,2025-02-17,2028-02-17
2833,V2833,100000,2,200,2024-12-30,2025-12-30,2027-12-30
2834,V2834,100000,3,300,2024-01-07,2025-01-06,2028-01-06
2835,V2835,100000,2,200,2024-11-15,2025-11-15,2027-11-15
2836,V2836,100000,3,300,2024-03-28,2025-03-28,2028-03-27
2837,V2837,100000,2,200,2024-12-31,2025-12-31,2027-12-31
2838,V2838,100000,2,200,2024-04-29,2025-04-29,2027-04-29
2839,V2839,100000,2,200,2024-11-17,2025-11-17,2027-11-17
2840,V2840,100000,3,300,2024-12-04,2025-12-04,2028-12-03
2841,V2841,100000,1,100,2024-08-20,2025-08-20,2026-08-20
2842,V2842,100000,2,200,2024-06-24,2025-06-24,2027-06-24
2843,V2843,100000,1,100,2024-02-22,2025-02-21,2026-02-21
2844,V2844,100000,3,300,2024-02-23,2025-02-22,2028-02-22
2845,V2845,100000,2,200,2024-05-21,2025-05-21,2027-05-21
2846,V2846,100000,2,200,2024-12-08,2025-12-08,2027-12-08
2847,V2847,100000,3,300,2024-05-31,2025-05-31,2028-05-30
2848,V2848,100000,2,200,2024-10-26,2025-10-26,2027-10-26
2849,V2849,100000,3,300,2024-07-02,2025-07-02,2028-07-01
2850,V2850,100000,2,200,2024-12-17,2025-12-17,2027-12-17
2851,V2851,100000,3,300,2024-11-14,2025-11-14,2028-11-13
2852,V2852,100000,3,300,2024-07-02,2025-07-02,2028-07-01
2853,V2853,100000,1,100,2024-04-14,2025-04-14,2026-04-14
2854,V2854,100000,4,400,2024-03-03,2025-03-03,2029-03-02
2855,V2855,100000,3,300,2024-03-19,2025-03-19,2028-03-18
2856,V2856,100000,3,300,2024-07-27,2025-07-27,2028-07-26
2857,V2857,100000,3,300,2024-02-14,2025-02-13,2028-02-13
2858,V2858,100000,2,200,2024-10-30,2025-10-30,2027-10-30
2859,V2859,100000,2,200,2024-03-09,2025-03-09,2027-03-09
2860,V2860,100000,3,300,2024-04-30,2025-04-30,2028-04-29
2861,V2861,100000,3,300,2024-08-13,2025-08-13,2028-08-12
2862,V2862,100000,4,400,2024-01-15,2025-01-14,2029-01-13
2863,V2863,100000,3,300,2024-01-02,2025-01-01,2028-01-01
2864,V2864,100000,1,100,2024-11-02,2025-11-02,2026-11-02
2865,V2865,100000,3,300,2024-07-18,2025-07-18,2028-07-17
2866,V2866,100000,2,200,2024-10-13,2025-10-13,2027-10-13
2867,V2867,100000,4,400,2024-11-13,2025-11-13,2029-11-12
2868,V2868,100000,1,100,2024-09-29,2025-09-29,2026-09-29
2869,V2869,100000,4,400,2024-02-28,2025-02-27,2029-02-26
2870,V2870,100000,2,200,2024-05-09,2025-05-09,2027-05-09
2871,V2871,100000,1,100,2024-09-07,2025-09-07,2026-09-07
2872,V2872,100000,1,100,2024-10-19,2025-10-19,2026-10-19
2873,V2873,100000,3,300,2024-03-28,2025-03-28,2028-03-27
2874,V2874,100000,3,300,2024-09-16,2025-09-16,2028-09-15
2875,V2875,100000,3,300,2024-10-16,2025-10-16,2028-10-15
2876,V2876,100000,3,300,2024-03-18,2025-03-18,2028-03-17
2877,V2877,100000,2,200,2024-07-02,2025-07-02,2027-07-02
2878,V2878,100000,2,200,2024-11-22,2025-11-22,2027-11-22
2879,V2879,100000,3,300,2024-10-02,2025-10-02,2028-10-01
2880,V2880,100000,2,200,2024-10-05,2025-10-05,2027-10-05
2881,V2881,100000,4,400,2024-08-15,2025-08-15,2029-08-14
2882,V2882,100000,2,200,2024-01-23,2025-01-22,2027-01-22
2883,V2883,100000,2,200,2024-09-18,2025-09-18,2027-09-18
2884,V2884,100000,1,100,2024-07-24,2025-07-24,2026-07-24
2885,V2885,100000,2,200,2024-01-06,2025-01-05,2027-01-05
2886,V2886,100000,2,200,2024-11-03,2025-11-03,2027-11-03
2887,V2887,100000,3,300,2024-04-28,2025-04-28,2028-04-27
2888,V2888,100000,3,300,2024-08-22,2025-08-22,2028-08-21
2889,V2889,100000,2,200,2024-07-14,2025-07-14,2027-07-14
2890,V2890,100000,3,300,2024-09-22,2025-09-22,2028-09-21
2891,V2891,100000,2,200,2024-07-19,2025-07-19,2027-07-19
2892,V2892,100000,2,200,2024-09-29,2025-09-29,2027-09-29
2893,V2893,100000,1,100,2024-09-04,2025-09-04,2026-09-04
2894,V2894,100000,3,300,2024-05-10,2025-05-10,2028-05-09
2895,V2895,100000,2,200,2024-03-24,2025-03-24,2027-03-24
2896,V2896,100000,3,300,2024-01-18,2025-01-17,2028-01-17
2897,V2897,100000,1,100,2024-09-02,2025-09-02,2026-09-02
2898,V2898,100000,2,200,2024-06-12,2025-06-12,2027-06-12
2899,V2899,100000,1,100,2024-02-07,2025-02-06,2026-02-06
2900,V2900,100000,2,200,2024-01-09,2025-01-08,2027-01-08
2901,V2901,100000,2,200,2024-09-27,2025-09-27,2027-09-27
2902,V2902,100000,3,300,2024-07-09,2025-07-09,2028-07-08
2903,V2903,100000,3,300,2024-08-26,2025-08-26,2028-08-25
2904,V2904,100000,1,100,2024-03-23,2025-03-23,2026-03-23
2905,V2905,100000,3,300,2024-06-26,2025-06-26,2028-06-25
2906,V2906,100000,3,300,2024-07-06,2025-07-06,2028-07-05
2907,V2907,100000,3,300,2024-04-03,2025-04-03,2028-04-02
2908,V2908,100000,1,100,2024-11-22,2025-11-22,2026-11-22
2909,V2909,100000,1,100,2024-06-05,2025-06-05,2026-06-05
2910,V2910,100000,3,300,2024-10-08,2025-10-08,2028-10-07
2911,V2911,100000,3,300,2024-03-13,2025-03-13,2028-03-12
2912,V2912,100000,1,100,2024-06-29,2025-06-29,2026-06-29
2913,V2913,100000,2,200,2024-12-19,2025-12-19,2027-12-19
2914,V2914,100000,3,300,2024-01-08,2025-01-07,2028-01-07
2915,V2915,100000,2,200,2024-06-19,2025-06-19,2027-06-19
2916,V2916,100000,3,300,2024-10-24,2025-10-24,2028-10-23
2917,V2917,100000,3,300,2024-06-15,2025-06-15,2028-06-14
2918,V2918,100000,3,300,2024-07-12,2025-07-12,2028-07-11
2919,V2919,100000,3,300,2024-11-30,2025-11-30,2028-11-29
2920,V2920,100000,3,300,2024-08-04,2025-08-04,2028-08-03
2921,V2921,100000,3,300,2024-12-07,2025-12-07,2028-12-06
2922,V2922,100000,2,200,2024-10-21,2025-10-21,2027-10-21
2923,V2923,100000,3,300,2024-02-05,2025-02-04,2028-02-04
2924,V2924,100000,1,100,2024-05-07,2025-05-07,2026-05-07
2925,V2925,100000,1,100,2024-05-03,2025-05-03,2026-05-03
2926,V2926,100000,2,200,2024-10-24,2025-10-24,2027-10-24
2927,V2927,100000,2,200,2024-07-26,2025-07-26,2027-07-26
2928,V2928,100000,2,200,2024-01-30,2025-01-29,2027-01-29
2929,V2929,100000,3,300,2024-07-21,2025-07-21,2028-07-20
2930,V2930,100000,1,100,2024-11-27,2025-11-27,2026-11-27
2931,V2931,100000,3,300,2024-11-09,2025-11-09,2028-11-08
2932,V2932,100000,2,200,2024-03-11,2025-03-11,2027-03-11
2933,V2933,100000,1,100,2024-04-13,2025-04-13,2026-04-13
2934,V2934,100000,4,400,2024-02-07,2025-02-06,2029-02-05
2935,V2935,100000,2,200,2024-07-02,2025-07-02,2027-07-02
2936,V2936,100000,3,300,2024-11-02,2025-11-02,2028-11-01
2937,V2937,100000,2,200,2024-10-01,2025-10-01,2027-10-01
2938,V2938,100000,1,100,2024-06-02,2025-06-02,2026-06-02
2939,V2939,100000,3,300,2024-08-10,2025-08-10,2028-08-09
2940,V2940,100000,2,200,2024-12-22,2025-12-22,2027-12-22
2941,V2941,100000,2,200,2024-11-22,2025-11-22,2027-11-22
2942,V2942,100000,1,100,2024-07-10,2025-07-10,2026-07-10
2943,V2943,100000,2,200,2024-02-10,2025-02-09,2027-02-09
2944,V2944,100000,4,400,2024-03-18,2025-03-18,2029-03-17
2945,V2945,100000,3,300,2024-02-20,2025-02-19,2028-02-19
2946,V2946,100000,2,200,2024-06-24,2025-06-24,2027-06-24
2947,V2947,100000,3,300,2024-02-07,2025-02-06,2028-02-06
2948,V2948,100000,3,300,2024-03-02,2025-03-02,2028-03-01
2949,V2949,100000,1,100,2024-04-30,2025-04-30,2026-04-30
2950,V2950,100000,1,100,2024-09-29,2025-09-29,2026-09-29
2951,V2951,100000,4,400,2024-06-27,2025-06-27,2029-06-26
2952,V2952,100000,2,200,2024-09-08,2025-09-08,2027-09-08
2953,V2953,100000,2,200,2024-01-06,2025-01-05,2027-01-05
2954,V2954,100000,3,300,2024-08-09,2025-08-09,2028-08-08
2955,V2955,100000,1,100,2024-04-03,2025-04-03,2026-04-03
2956,V2956,100000,3,300,2024-07-13,2025-07-13,2028-07-12
2957,V2957,100000,1,100,2024-07-20,2025-07-20,2026-07-20
2958,V2958,100000,2,200,2024-09-14,2025-09-14,2027-09-14
2959,V2959,100000,3,300,2024-10-29,2025-10-29,2028-10-28
2960,V2960,100000,3,300,2024-11-18,2025-11-18,2028-11-17
2961,V2961,100000,4,400,2024-11-22,2025-11-22,2029-11-21
2962,V2962,100000,3,300,2024-10-30,2025-10-30,2028-10-29
2963,V2963,100000,2,200,2024-03-09,2025-03-09,2027-03-09
2964,V2964,100000,3,300,2024-07-06,2025-07-06,2028-07-05
2965,V2965,100000,2,200,2024-06-18,2025-06-18,2027-06-18
2966,V2966,100000,1,100,2024-02-06,2025-02-05,2026-02-05
2967,V2967,100000,3,300,2024-06-20,2025-06-20,2028-06-19
2968,V2968,100000,3,300,2024-03-27,2025-03-27,2028-03-26
2969,V2969,100000,2,200,2024-08-08,2025-08-08,2027-08-08
2970,V2970,100000,2,200,2024-08-31,2025-08-31,2027-08-31
2971,V2971,100000,2,200,2024-03-05,2025-03-05,2027-03-05
2972,V2972,100000,3,300,2024-03-17,2025-03-17,2028-03-16
2973,V2973,100000,3,300,2024-09-27,2025-09-27,2028-09-26
2974,V2974,100000,3,300,2024-07-29,2025-07-29,2028-07-28
2975,V2975,100000,3,300,2024-09-05,2025-09-05,2028-09-04
2976,V2976,100000,2,200,2024-03-21,2025-03-21,2027-03-21
2977,V2977,100000,1,100,2024-11-26,2025-11-26,2026-11-26
2978,V2978,100000,2,200,2024-06-29,2025-06-29,2027-06-29
2979,V2979,100000,1,100,2024-10-31,2025-10-31,2026-10-31
2980,V2980,100000,3,300,2024-01-18,2025-01-17,2028-01-17
2981,V2981,100000,2,200,2024-10-14,2025-10-14,2027-10-14
2982,V2982,100000,2,200,2024-04-29,2025-04-29,2027-04-29
2983,V2983,100000,2,200,2024-09-17,2025-09-17,2027-09-17
2984,V2984,100000,1,100,2024-11-14,2025-11-14,2026-11-14
2985,V2985,100000,3,300,2024-03-22,2025-03-22,2028-03-21
2986,V2986,100000,2,200,2024-07-24,2025-07-24,2027-07-24
2987,V2987,100000,4,400,2024-05-10,2025-05-10,2029-05-09
2988,V2988,100000,4,400,2024-04-06,2025-04-06,2029-04-05
2989,V2989,100000,3,300,2024-07-05,2025-07-05,2028-07-04
2990,V2990,100000,3,300,2024-12-09,2025-12-09,2028-12-08
2991,V2991,100000,3,300,2024-04-02,2025-04-02,2028-04-01
2992,V2992,100000,3,300,2024-06-09,2025-06-09,2028-06-08
2993,V2993,100000,4,400,2024-10-05,2025-10-05,2029-10-04
2994,V2994,100000,1,100,2024-10-08,2025-10-08,2026-10-08
2995,V2995,100000,4,400,2024-05-29,2025-05-29,2029-05-28
2996,V2996,100000,1,100,2024-12-05,2025-12-05,2026-12-05
2997,V2997,100000,1,100,2024-03-30,2025-03-30,2026-03-30
2998,V2998,100000,3,300,2024-04-22,2025-04-22,2028-04-21
2999,V2999,100000,3,300,2024-07-23,2025-07-23,2028-07-22
3000,V3000,100000,2,200,2024-11-25,2025-11-25,2027-11-25
3001,V3001,100000,2,200,2024-04-16,2025-04-16,2027-04-16
3002,V3002,100000,2,200,2024-10-17,2025-10-17,2027-10-17
3003,V3003,100000,3,300,2024-09-18,2025-09-18,2028-09-17
3004,V3004,100000,2,200,2024-01-25,2025-01-24,2027-01-24
3005,V3005,100000,1,100,2024-07-28,2025-07-28,2026-07-28
3006,V3006,100000,3,300,2024-07-19,2025-07-19,2028-07-18
3007,V3007,100000,2,200,2024-12-20,2025-12-20,2027-12-20
3008,V3008,100000,3,300,2024-07-14,2025-07-14,2028-07-13
3009,V3009,100000,3,300,2024-12-07,2025-12-07,2028-12-06
3010,V3010,100000,3,300,2024-12-29,2025-12-29,2028-12-28
3011,V3011,100000,3,300,2024-08-10,2025-08-10,2028-08-09
3012,V3012,100000,3,300,2024-12-24,2025-12-24,2028-12-23
3013,V3013,100000,2,200,2024-06-12,2025-06-12,2027-06-12
3014,V3014,100000,4,400,2024-09-04,2025-09-04,2029-09-03
3015,V3015,100000,2,200,2024-05-09,2025-05-09,2027-05-09
3016,V3016,100000,2,200,2024-12-01,2025-12-01,2027-12-01
3017,V3017,100000,3,300,2024-05-17,2025-05-17,2028-05-16
3018,V3018,100000,4,400,2024-03-03,2025-03-03,2029-03-02
3019,V3019,100000,3,300,2024-05-01,2025-05-01,2028-04-30
3020,V3020,100000,2,200,2024-12-01,2025-12-01,2027-12-01
3021,V3021,100000,2,200,2024-05-21,2025-05-21,2027-05-21
3022,V3022,100000,2,200,2024-04-12,2025-04-12,2027-04-12
3023,V3023,100000,4,400,2024-01-11,2025-01-10,2029-01-09
3024,V3024,100000,4,400,2024-02-14,2025-02-13,2029-02-12
3025,V3025,100000,2,200,2024-08-07,2025-08-07,2027-08-07
3026,V3026,100000,3,300,2024-07-22,2025-07-22,2028-07-21
3027,V3027,100000,4,400,2024-08-21,2025-08-21,2029-08-20
3028,V3028,100000,3,300,2024-11-28,2025-11-28,2028-11-27
3029,V3029,100000,3,300,2024-12-16,2025-12-16,2028-12-15
3030,V3030,100000,3,300,2024-05-01,2025-05-01,2028-04-30
3031,V3031,100000,4,400,2024-10-18,2025-10-18,2029-10-17
3032,V3032,100000,3,300,2024-09-23,2025-09-23,2028-09-22
3033,V3033,100000,3,300,2024-06-19,2025-06-19,2028-06-18
3034,V3034,100000,2,200,2024-06-15,2025-06-15,2027-06-15
3035,V3035,100000,4,400,2024-03-10,2025-03-10,2029-03-09
3036,V3036,100000,3,300,2024-09-08,2025-09-08,2028-09-07
3037,V3037,100000,3,300,2024-09-18,2025-09-18,2028-09-17
3038,V3038,100000,2,200,2024-06-22,2025-06-22,2027-06-22
3039,V3039,100000,3,300,2024-08-04,2025-08-04,2028-08-03
3040,V3040,100000,3,300,2024-09-17,2025-09-17,2028-09-16
3041,V3041,100000,1,100,2024-11-14,2025-11-14,2026-11-14
3042,V3042,100000,2,200,2024-01-06,2025-01-05,2027-01-05
3043,V3043,100000,1,100,2024-10-02,2025-10-02,2026-10-02
3044,V3044,100000,3,300,2024-04-22,2025-04-22,2028-04-21
3045,V3045,100000,3,300,2024-09-21,2025-09-21,2028-09-20
3046,V3046,100000,3,300,2024-10-28,2025-10-28,2028-10-27
3047,V3047,100000,3,300,2024-09-16,2025-09-16,2028-09-15
3048,V3048,100000,3,300,2024-10-15,2025-10-15,2028-10-14
3049,V3049,100000,3,300,2024-10-30,2025-10-30,2028-10-29
3050,V3050,100000,3,300,2024-05-14,2025-05-14,2028-05-13
3051,V3051,100000,1,100,2024-11-24,2025-11-24,2026-11-24
3052,V3052,100000,3,300,2024-08-23,2025-08-23,2028-08-22
3053,V3053,100000,3,300,2024-06-13,2025-06-13,2028-06-12
3054,V3054,100000,1,100,2024-02-13,2025-02-12,2026-02-12
3055,V3055,100000,1,100,2024-05-07,2025-05-07,2026-05-07
3056,V3056,100000,4,400,2024-03-24,2025-03-24,2029-03-23
3057,V3057,100000,3,300,2024-02-08,2025-02-07,2028-02-07
3058,V3058,100000,3,300,2024-05-08,2025-05-08,2028-05-07
3059,V3059,100000,3,300,2024-12-12,2025-12-12,2028-12-11
3060,V3060,100000,3,300,2024-04-09,2025-04-09,2028-04-08
3061,V3061,100000,4,400,2024-05-05,2025-05-05,2029-05-04
3062,V3062,100000,1,100,2024-10-22,2025-10-22,2026-10-22
3063,V3063,100000,2,200,2024-01-06,2025-01-05,2027-01-05
3064,V3064,100000,2,200,2024-07-20,2025-07-20,2027-07-20
3065,V3065,100000,3,300,2024-05-07,2025-05-07,2028-05-06
3066,V3066,100000,2,200,2024-08-24,2025-08-24,2027-08-24
3067,V3067,100000,3,300,2024-05-21,2025-05-21,2028-05-20
3068,V3068,100000,3,300,2024-04-24,2025-04-24,2028-04-23
3069,V3069,100000,3,300,2024-02-18,2025-02-17,2028-02-17
3070,V3070,100000,3,300,2024-04-01,2025-04-01,2028-03-31
3071,V3071,100000,1,100,2024-01-25,2025-01-24,2026-01-24
3072,V3072,100000,2,200,2024-02-19,2025-02-18,2027-02-18
3073,V3073,100000,3,300,2024-09-04,2025-09-04,2028-09-03
3074,V3074,100000,4,400,2024-12-19,2025-12-19,2029-12-18
3075,V3075,100000,1,100,2024-09-14,2025-09-14,2026-09-14
3076,V3076,100000,2,200,2024-05-01,2025-05-01,2027-05-01
3077,V3077,100000,2,200,2024-12-28,2025-12-28,2027-12-28
3078,V3078,100000,3,300,2024-09-05,2025-09-05,2028-09-04
3079,V3079,100000,2,200,2024-08-01,2025-08-01,2027-08-01
3080,V3080,100000,2,200,2024-08-16,2025-08-16,2027-08-16
3081,V3081,100000,2,200,2024-12-17,2025-12-17,2027-12-17
3082,V3082,100000,3,300,2024-05-13,2025-05-13,2028-05-12
